169     ,Haiti                              ,0.620                  ,,150 ,,359                               ,,51.7                                 , ,2.7                         , ,26.9                                             ,d,39.9     ,d,63.3                           ,,72.8,
170     ,Afghanistan                        ,0.575                  ,,143 ,,396                               ,,69.0                                 , ,27.4                        ,j,13.2                                             ,d,36.9     ,d,48.7                           ,,82.1,
171     ,Djibouti                           ,..                     ,,..  ,,229                               ,,18.8                                 , ,26.2                        , ,..                                               , ,..       , ,54.8                           ,,71.1,
172     ,Malawi                             ,0.615                  ,,149 ,,634                               ,,132.7                                , ,16.7                        , ,17.6                                             ,d,25.9     ,d,72.9                           ,,82.0,
173     ,Ethiopia                           ,0.508                  ,,123 ,,353                               ,,66.7                                 , ,37.3                        , ,11.5                                             ,n,22.0     ,n,74.2                           ,,86.5,
174     ,Gambia                             ,0.620                  ,,150 ,,706                               ,,78.2                                 , ,10.3                        , ,30.7                                             ,n,43.6     ,n,51.7                           ,,67.7,
174     ,Guinea                             ,..                     ,,..  ,,679                               ,,135.3                                , ,21.9                        , ,..                                               , ,..       , ,64.1                           ,,65.1,
176     ,Liberia                            ,0.651                  ,,155 ,,725                               ,,136.0                                , ,11.7                        , ,18.5                                             ,d,39.6     ,d,54.7                           ,,57.5,
177     ,Yemen                              ,0.834                  ,,162 ,,385                               ,,60.4                                 , ,0.5                         , ,19.9                                             ,d,35.5     ,d,6.0                            ,,70.8,
178     ,Guinea-Bissau                      ,..                     ,,..  ,,549                               ,,104.8                                , ,13.7                        , ,..                                               , ,..       , ,67.3                           ,,78.9,
179     ,Congo (Democratic Republic of the) ,0.655                  ,,156 ,,693                               ,,124.2                                , ,8.2                         , ,36.7                                             , ,65.8     , ,60.8                           ,,66.5,
180     ,Mozambique                         ,0.569                  ,,142 ,,489                               ,,148.6                                , ,39.6                        , ,14.0                                             , ,27.3     , ,77.5                           ,,79.6,
181     ,Sierra Leone                       ,0.644                  ,,153 ,,"1,360"                           ,,112.8                                , ,12.3                        , ,19.9                                             ,d,32.9     ,d,57.7                           ,,58.5,
182     ,Burkina Faso                       ,0.612                  ,,147 ,,371                               ,,104.3                                , ,11.0                        , ,6.0                                              ,n,12.1     ,n,58.5                           ,,75.1,
182     ,Eritrea                            ,..                     ,,..  ,,501                               ,,52.6                                 , ,22.0                        , ,..                                               , ,..       , ,74.1                           ,,87.1,
184     ,Mali                               ,0.676                  ,,158 ,,587                               ,,169.1                                , ,8.8                         , ,7.3                                              ,f,16.4     ,f,61.3                           ,,80.9,
185     ,Burundi                            ,0.520                  ,,124 ,,712                               ,,55.6                                 , ,38.8                        , ,7.5                                              ,d,11.0     ,d,80.4                           ,,77.6,
186     ,South Sudan                        ,..                     ,,..  ,,789                               ,,62.0                                 , ,26.6                        , ,..                                               , ,..       , ,71.8                           ,,74.3,
187     ,Chad                               ,0.701                  ,,160 ,,856                               ,,161.1                                , ,15.3                        , ,1.7                                              ,n,10.3     ,n,64.8                           ,,77.9,
188     ,Central African Republic           ,0.682                  ,,159 ,,882                               ,,129.1                                , ,8.6                         , ,13.4                                             ,d,31.1     ,d,64.7                           ,,79.8,
189     ,Niger                              ,0.647                  ,,154 ,,553                               ,,186.5                                , ,17.0                        , ,4.3                                              ,d,8.9      ,d,67.3                           ,,90.5,
        ,OTHER COUNTRIES OR TERRITORIES     ,                       ,,    ,,                                  ,,                                     , ,                            , ,                                                 , ,         , ,                               ,,    ,
..      ,Korea (Democratic People's Rep. of),..                     ,,..  ,,82                                ,,0.3                                  , ,16.3                        , ,..                                               , ,..       , ,74.3                           ,,87.3,
..      ,Monaco                             ,..                     ,,..  ,,..                                ,,..                                   , ,33.3                        , ,..                                               , ,..       , ,..                             ,,..  ,
..      ,Nauru                              ,..                     ,,..  ,,..                                ,,..                                   , ,10.5                        , ,..                                               , ,..       , ,..                             ,,..  ,
..      ,San Marino                         ,..                     ,,..  ,,..                                ,,..                                   , ,26.7                        , ,..                                               , ,..       , ,..                             ,,..  ,
..      ,Somalia                            ,..                     ,,..  ,,732                               ,,100.1                                , ,24.3                        , ,..                                               , ,..       , ,19.1                           ,,74.3,
..      ,Tuvalu                             ,..                     ,,..  ,,..                                ,,..                                   , ,6.7                         , ,..                                               , ,..       , ,..                             ,,..  ,
